post_title,post_name,post_parent,ID,sku,parent_sku,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:giftcard-category,meta:care_code,meta:hubwoo_ecomm_invalid_pro,meta:hubwoo_ecomm_pro_id,meta:mc4wp_updated_at,meta:selected_images_categories,meta:total_sales,meta:attribute_pa_colour,meta:attribute_pa_seats,meta:attribute_pa_size,meta:attribute_pa_upholstery,meta:attribute_sizes,attribute:brands,attribute_data:brands,attribute_default:brands,attribute:pa_abrasion-test,attribute_data:pa_abrasion-test,attribute_default:pa_abrasion-test,attribute:pa_availability,attribute_data:pa_availability,attribute_default:pa_availability,attribute:pa_back,attribute_data:pa_back,attribute_default:pa_back,attribute:pa_base,attribute_data:pa_base,attribute_default:pa_base,attribute:pa_bed-size,attribute_data:pa_bed-size,attribute_default:pa_bed-size,attribute:pa_body,attribute_data:pa_body,attribute_default:pa_body,attribute:pa_brand-name,attribute_data:pa_brand-name,attribute_default:pa_brand-name,attribute:pa_brands,attribute_data:pa_brands,attribute_default:pa_brands,attribute:pa_clasps,attribute_data:pa_clasps,attribute_default:pa_clasps,attribute:pa_collection,attribute_data:pa_collection,attribute_default:pa_collection,attribute:pa_colour,attribute_data:pa_colour,attribute_default:pa_colour,attribute:pa_composition,attribute_data:pa_composition,attribute_default:pa_composition,attribute:pa_current-deal,attribute_data:pa_current-deal,attribute_default:pa_current-deal,attribute:pa_delivery,attribute_data:pa_delivery,attribute_default:pa_delivery,attribute:pa_design,attribute_data:pa_design,attribute_default:pa_design,attribute:pa_design-name,attribute_data:pa_design-name,attribute_default:pa_design-name,attribute:pa_design-style,attribute_data:pa_design-style,attribute_default:pa_design-style,attribute:pa_detailing,attribute_data:pa_detailing,attribute_default:pa_detailing,attribute:pa_end-use,attribute_data:pa_end-use,attribute_default:pa_end-use,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_feet,attribute_data:pa_feet,attribute_default:pa_feet,attribute:pa_fill,attribute_data:pa_fill,attribute_default:pa_fill,attribute:pa_frame,attribute_data:pa_frame,attribute_default:pa_frame,attribute:pa_frame-and-legs,attribute_data:pa_frame-and-legs,attribute_default:pa_frame-and-legs,attribute:pa_handles,attribute_data:pa_handles,attribute_default:pa_handles,attribute:pa_horizontal-pattern-repeat,attribute_data:pa_horizontal-pattern-repeat,attribute_default:pa_horizontal-pattern-repeat,attribute:pa_inslay,attribute_data:pa_inslay,attribute_default:pa_inslay,attribute:pa_leather,attribute_data:pa_leather,attribute_default:pa_leather,attribute:pa_legs,attribute_data:pa_legs,attribute_default:pa_legs,attribute:pa_legs-colour,attribute_data:pa_legs-colour,attribute_default:pa_legs-colour,attribute:pa_match,attribute_data:pa_match,attribute_default:pa_match,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute_default:pa_metal,attribute:pa_origin,attribute_data:pa_origin,attribute_default:pa_origin,attribute:pa_pattern,attribute_data:pa_pattern,attribute_default:pa_pattern,attribute:pa_pattern-repeat,attribute_data:pa_pattern-repeat,attribute_default:pa_pattern-repeat,attribute:pa_roll-length,attribute_data:pa_roll-length,attribute_default:pa_roll-length,attribute:pa_rub-test,attribute_data:pa_rub-test,attribute_default:pa_rub-test,attribute:pa_seat-and-back,attribute_data:pa_seat-and-back,attribute_default:pa_seat-and-back,attribute:pa_seats,attribute_data:pa_seats,attribute_default:pa_seats,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sold-by,attribute_data:pa_sold-by,attribute_default:pa_sold-by,attribute:pa_table-materials,attribute_data:pa_table-materials,attribute_default:pa_table-materials,attribute:pa_tabletop,attribute_data:pa_tabletop,attribute_default:pa_tabletop,attribute:pa_top,attribute_data:pa_top,attribute_default:pa_top,attribute:pa_upholstery,attribute_data:pa_upholstery,attribute_default:pa_upholstery,attribute:pa_upholstry,attribute_data:pa_upholstry,attribute_default:pa_upholstry,attribute:pa_vertical-pattern-repeat,attribute_data:pa_vertical-pattern-repeat,attribute_default:pa_vertical-pattern-repeat,attribute:pa_wide-width,attribute_data:pa_wide-width,attribute_default:pa_wide-width,attribute:pa_width,attribute_data:pa_width,attribute_default:pa_width,attribute:pa_wood,attribute_data:pa_wood,attribute_default:pa_wood,attribute:sizes,attribute_data:sizes,attribute_default:sizes
Designers Guild Fabric Tarazona - Saffron,variation-999536178-of-designers-guild-fabric-tarazona,999535106,999536178,FDG2919-22,FDG2919-05-P,,,Free Shipping,,,,1416846341,,,0,Saffron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Paprika,variation-999536183-of-designers-guild-fabric-tarazona,999535106,999536183,FDG2919-23,FDG2919-05-P,,,Free Shipping,,,,1416853392,,,0,Paprika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Russet,variation-999536188-of-designers-guild-fabric-tarazona,999535106,999536188,FDG2919-24,FDG2919-05-P,,,Free Shipping,,,,1416858007,,,0,Russet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Terracotta,variation-999536193-of-designers-guild-fabric-tarazona,999535106,999536193,FDG2919-25,FDG2919-05-P,,,Free Shipping,,,,1416858008,,,0,Terracotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Rose,variation-999536198-of-designers-guild-fabric-tarazona,999535106,999536198,FDG2919-26,FDG2919-05-P,,,Free Shipping,,,,1416748407,,,0,Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Coral,variation-999536203-of-designers-guild-fabric-tarazona,999535106,999536203,FDG2919-27,FDG2919-05-P,,,Free Shipping,,,,1416847725,,,0,Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Peony,variation-999536208-of-designers-guild-fabric-tarazona,999535106,999536208,FDG2919-28,FDG2919-05-P,,,Free Shipping,,,,1416849502,,,0,Peony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Fuchsia,variation-999536213-of-designers-guild-fabric-tarazona,999535106,999536213,FDG2919-29,FDG2919-05-P,,,Free Shipping,,,,1416857424,,,0,Fuchsia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Scarlet,variation-999536218-of-designers-guild-fabric-tarazona,999535106,999536218,FDG2919-30,FDG2919-05-P,,,Free Shipping,,,,1416755733,,,0,Scarlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Raspberry,variation-999536223-of-designers-guild-fabric-tarazona,999535106,999536223,FDG2919-31,FDG2919-05-P,,,Free Shipping,,,,1416858006,,,0,Raspberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Plum,variation-999536228-of-designers-guild-fabric-tarazona,999535106,999536228,FDG2919-32,FDG2919-05-P,,,Free Shipping,,,,1416850976,,,0,Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Orchid,variation-999536233-of-designers-guild-fabric-tarazona,999535106,999536233,FDG2919-33,FDG2919-05-P,,,Free Shipping,,,,1416852069,,,0,Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Quartz,variation-999536238-of-designers-guild-fabric-tarazona,999535106,999536238,FDG2919-34,FDG2919-05-P,,,Free Shipping,,,,1416848264,,,0,Quartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Alabaster,variation-999536243-of-designers-guild-fabric-tarazona,999535106,999536243,FDG2919-35,FDG2919-05-P,,,Free Shipping,,,,1416851587,,,0,Alabaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Chalk,variation-999536248-of-designers-guild-fabric-tarazona,999535106,999536248,FDG2919-36,FDG2919-05-P,,,Free Shipping,,,,1416856619,,,0,Chalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Linen,variation-999536253-of-designers-guild-fabric-tarazona,999535106,999536253,FDG2919-37,FDG2919-05-P,,,Free Shipping,,,,1416755728,,,0,Linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Natural,variation-999536258-of-designers-guild-fabric-tarazona,999535106,999536258,FDG2919-38,FDG2919-05-P,,,Free Shipping,,,,1416847027,,,0,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Hemp,variation-999536263-of-designers-guild-fabric-tarazona,999535106,999536263,FDG2919-39,FDG2919-05-P,,,Free Shipping,,,,1416852664,,,0,Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Driftwood,variation-999536268-of-designers-guild-fabric-tarazona,999535106,999536268,FDG2919-40,FDG2919-05-P,,,Free Shipping,,,,1416857420,,,0,Driftwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Cocoa,variation-999536273-of-designers-guild-fabric-tarazona,999535106,999536273,FDG2919-41,FDG2919-05-P,,,Free Shipping,,,,1416852663,,,0,Cocoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Espresso,variation-999536278-of-designers-guild-fabric-tarazona,999535106,999536278,FDG2919-42,FDG2919-05-P,,,Free Shipping,,,,1416852063,,,0,Espresso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Moleskin,variation-999536283-of-designers-guild-fabric-tarazona,999535106,999536283,FDG2919-43,FDG2919-05-P,,,Free Shipping,,,,1416755729,,,0,Moleskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Smoke,variation-999536288-of-designers-guild-fabric-tarazona,999535106,999536288,FDG2919-44,FDG2919-05-P,,,Free Shipping,,,,1416847029,,,0,Smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Silver,variation-999536293-of-designers-guild-fabric-tarazona,999535106,999536293,FDG2919-45,FDG2919-05-P,,,Free Shipping,,,,1416856613,,,0,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Granite,variation-999536298-of-designers-guild-fabric-tarazona,999535106,999536298,FDG2919-46,FDG2919-05-P,,,Free Shipping,,,,1416850088,,,0,Granite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Steel,variation-999536303-of-designers-guild-fabric-tarazona,999535106,999536303,FDG2919-47,FDG2919-05-P,,,Free Shipping,,,,1416852064,,,0,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Charcoal,variation-999536308-of-designers-guild-fabric-tarazona,999535106,999536308,FDG2919-48,FDG2919-05-P,,,Free Shipping,,,,1416847028,,,0,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Graphite,variation-999536313-of-designers-guild-fabric-tarazona,999535106,999536313,FDG2919-49,FDG2919-05-P,,,Free Shipping,,,,1416752931,,,0,Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Tarazona - Noir,variation-999536318-of-designers-guild-fabric-tarazona,999535106,999536318,FDG2919-50,FDG2919-05-P,,,Free Shipping,,,,1416848253,,,0,Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska,designers-guild-fabric-eriska,,999535111,FDG2941-05-P,,"Fabric, Plain & Textured Fabrics",,,,,yes,,2022-03-18T06:34:58+00:00,,0,,,,,,,,,,,,Delivery 3 weeks after ordering. Order now,16|1|0,,,,,,,,,,,,,,,,,Designers Guild Fabric,1|1|0,,,,,Eriska,2|1|0,,Alabaster|Amber|Apple|Azure|Blossom|Charcoal|Cranberry|Duck Egg|Eau De Nil|Ecru|Espresso|Fir|Graphite|Lemongrass|Moss|Natural|Peony|Rose|Saffron|Smoke|Terracotta,4|1|1,Duck Egg,100% Polyester (Trevira Cs),7|1|0,,,,,Free,17|1|0,,,,,Eriska,3|1|0,,Modern Contemporary,5|1|0,,,,,"Blinds &amp; Accessories (Cushions &amp; Loose Covers), Drapery, Upholstery - General Domestic",11|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain,13|1|0,,,,,,,,United Kingdom,14|1|0,,Plain,6|1|0,,,,,,,,60000 Martindale,12|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135Cm,10|1|0,,,,,,,
Designers Guild Fabric Eriska - Duck Egg,variation-999536323-of-designers-guild-fabric-eriska,999535111,999536324,FDG2941-05,FDG2941-05-P,,,Free Shipping,,,,1416854897,,,0,Duck Egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Eau De Nil,variation-999536328-of-designers-guild-fabric-eriska,999535111,999536328,FDG2941-06,FDG2941-05-P,,,Free Shipping,,,,1416855700,,,0,Eau De Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Azure,variation-999536333-of-designers-guild-fabric-eriska,999535111,999536333,FDG2941-07,FDG2941-05-P,,,Free Shipping,,,,1416748397,,,0,Azure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Fir,variation-999536338-of-designers-guild-fabric-eriska,999535111,999536338,FDG2941-08,FDG2941-05-P,,,Free Shipping,,,,1416847716,,,0,Fir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Moss,variation-999536343-of-designers-guild-fabric-eriska,999535111,999536343,FDG2941-09,FDG2941-05-P,,,Free Shipping,,,,1416846262,,,0,Moss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Apple,variation-999536348-of-designers-guild-fabric-eriska,999535111,999536348,FDG2941-10,FDG2941-05-P,,,Free Shipping,,,,1416859544,,,0,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Lemongrass,variation-999536353-of-designers-guild-fabric-eriska,999535111,999536353,FDG2941-11,FDG2941-05-P,,,Free Shipping,,,,1416859545,,,0,Lemongrass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Amber,variation-999536358-of-designers-guild-fabric-eriska,999535111,999536358,FDG2941-12,FDG2941-05-P,,,Free Shipping,,,,1416854893,,,0,Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Saffron,variation-999536363-of-designers-guild-fabric-eriska,999535111,999536363,FDG2941-13,FDG2941-05-P,,,Free Shipping,,,,1416847715,,,0,Saffron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Terracotta,variation-999536368-of-designers-guild-fabric-eriska,999535111,999536368,FDG2941-14,FDG2941-05-P,,,Free Shipping,,,,1416753311,,,0,Terracotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Cranberry,variation-999536373-of-designers-guild-fabric-eriska,999535111,999536373,FDG2941-15,FDG2941-05-P,,,Free Shipping,,,,1416850969,,,0,Cranberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Peony,variation-999536378-of-designers-guild-fabric-eriska,999535111,999536378,FDG2941-16,FDG2941-05-P,,,Free Shipping,,,,1416752927,,,0,Peony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Rose,variation-999536383-of-designers-guild-fabric-eriska,999535111,999536383,FDG2941-17,FDG2941-05-P,,,Free Shipping,,,,1416748399,,,0,Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designers Guild Fabric Eriska - Blossom,variation-999536388-of-designers-guild-fabric-eriska,999535111,999536388,FDG2941-18,FDG2941-05-P,,,Free Shipping,,,,1416856612,,,0,Blossom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
